FID,ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
0,36,NEW YORK,NY,Albany,36001,"Albany County, New York",522.814401957,307891.0,0.0,138448.0,372.0,124108.0,805.0,37749.0,1946.0,9643.0,717.0,33888.0,631.0,14881.0,848.0,46841.0,37.0,58531.0,35.0,33304.0,1274.0,8917.0,591.1,81214.0,292.0,4877.0,647.7,16214.0,815.5,1819.0,240.0,1103.0,201.0,15995.0,767.0,17182.0,869.0,12.9,0.7,5.8,0.4,33888.0,631.0,7.3,0.4,15.2,0.1,19.0,0.0,11.0,0.4,7.2,0.5,26.4,0.1,1.7,0.2,11.7,0.6,1.3,0.2,0.9,0.2,12.9,0.6,5.6,0.3,0.3443,0.1639,0.1311,0.0328,0.6721,0.082,0.2295,0.1967,0.1639,0.1311,0.7213,0.0328,0.7869,0.7377,1.5246,0.7869,0.8689,0.2131,0.0328,0.8361,0.7377,2.6885,0.5574,5.6066,0.1475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16323.0,1220.0,5.4,0.4,409639.0
1,36,NEW YORK,NY,Broome,36007,"Broome County, New York",705.789506172,197381.0,0.0,89919.0,290.0,78738.0,763.0,32624.0,1687.0,7104.0,516.0,25880.0,441.0,12788.0,823.0,34712.0,37.0,38845.0,0.0,29392.0,1043.0,7112.0,510.0,30566.0,90.0,2203.0,354.0,7185.0,463.0,4429.0,350.0,1066.0,224.2,9643.0,552.0,10407.0,606.0,17.4,0.9,7.4,0.5,25880.0,441.0,9.8,0.6,17.6,0.1,19.7,0.0,15.1,0.5,9.0,0.6,15.5,0.0,1.2,0.2,8.0,0.5,4.9,0.4,1.4,0.3,12.2,0.7,5.3,0.3,0.8361,0.5738,0.6066,0.2623,2.2787,0.5902,0.7213,0.2295,0.6885,0.6066,2.2459,0.6066,0.5902,0.6066,1.1967,0.6393,0.7541,0.3115,0.2951,0.8033,0.6557,2.8197,0.623,8.541,0.7377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11230.0,906.0,5.8,0.5,213391.0
2,36,NEW YORK,NY,Chemung,36015,"Chemung County, New York",407.35253014,87742.0,0.0,38372.0,194.0,34887.0,480.0,13179.0,1088.0,2244.0,253.0,26196.0,751.0,5909.0,489.0,14732.0,75.0,19221.0,70.0,11755.0,629.0,3536.0,374.2,11742.0,60.0,228.0,117.3,2196.0,241.4,2083.0,208.0,336.0,117.6,4179.0,364.0,4851.0,445.0,15.9,1.3,5.6,0.6,26196.0,751.0,9.8,0.8,16.8,0.1,21.9,0.1,14.0,0.7,10.1,1.1,13.4,0.1,0.3,0.1,5.7,0.6,5.4,0.5,1.0,0.3,12.0,1.0,5.5,0.5,0.7049,0.1475,0.5738,0.2623,1.6885,0.4098,0.541,0.7049,0.541,0.7869,2.5738,0.8689,0.541,0.0328,0.5738,0.3115,0.6066,0.3443,0.0656,0.7869,0.7213,2.5246,0.4754,7.3607,0.4754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5342.0,660.0,6.3,0.8,89494.0
3,36,NEW YORK,NY,Cortland,36023,"Cortland County, New York",498.772655903,48713.0,0.0,20492.0,147.0,17683.0,338.0,6209.0,616.0,1327.0,202.0,24665.0,728.0,2925.0,302.0,7394.0,110.0,9606.0,67.0,6159.0,439.0,1656.0,232.9,3479.0,117.0,245.0,111.9,1157.0,186.4,1582.0,142.0,188.0,76.5,1644.0,212.0,3510.0,322.0,13.8,1.3,5.2,0.8,24665.0,728.0,9.6,1.0,15.2,0.2,19.7,0.1,12.8,0.9,9.4,1.3,7.1,0.2,0.5,0.2,5.6,0.9,7.7,0.7,1.1,0.4,9.3,1.1,7.2,0.7,0.4426,0.0328,0.7869,0.2131,1.4754,0.3443,0.2295,0.2459,0.2787,0.6721,1.4262,0.1967,0.2295,0.2295,0.459,0.1803,0.5902,0.5082,0.1311,0.4918,0.8197,2.541,0.4918,5.9016,0.1803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2827.0,414.0,5.9,0.9,48153.0
4,36,NEW YORK,NY,Dutchess,36027,"Dutchess County, New York",795.63196704,295905.0,0.0,119023.0,409.0,106949.0,932.0,25562.0,1765.0,11899.0,866.0,35101.0,709.0,19997.0,1052.0,45771.0,37.0,59765.0,0.0,37936.0,1203.0,7937.0,582.4,81065.0,334.0,5670.0,620.5,9153.0,606.3,4176.0,363.0,3801.0,504.7,9072.0,632.0,18563.0,908.0,9.2,0.6,7.6,0.5,35101.0,709.0,9.9,0.5,15.5,0.1,20.2,0.0,13.2,0.4,7.4,0.5,27.4,0.1,2.0,0.2,7.7,0.5,3.5,0.3,3.6,0.5,8.5,0.6,6.3,0.3,0.0656,0.6557,0.1148,0.3607,1.1967,0.1967,0.3115,0.3279,0.3934,0.2295,1.2623,0.1148,0.8197,0.7705,1.5902,0.8033,0.7213,0.2787,0.8525,0.4098,0.7541,3.0164,0.7541,7.0656,0.4262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19132.0,1031.0,6.6,0.4,283322.0
5,36,NEW YORK,NY,Erie,36029,"Erie County, New York",1042.69719591,922129.0,0.0,421361.0,551.0,382822.0,1376.0,132072.0,4042.0,28965.0,1054.0,29940.0,316.0,58410.0,1342.0,152494.0,28.0,191332.0,0.0,119049.0,1815.0,36560.0,1175.5,218306.0,322.0,13884.0,910.0,33460.0,1040.9,5628.0,402.0,4096.0,489.5,51465.0,1339.0,27901.0,1026.0,14.7,0.4,6.1,0.2,29940.0,316.0,9.2,0.2,16.5,0.1,20.7,0.0,13.1,0.2,9.6,0.3,23.7,0.0,1.6,0.1,7.9,0.2,1.3,0.1,1.1,0.1,13.4,0.3,3.0,0.1,0.5902,0.2131,0.2951,0.1639,1.2623,0.2131,0.4754,0.5082,0.3443,0.7213,2.0492,0.4754,0.7541,0.7049,1.459,0.7213,0.7377,0.2131,0.1475,0.8689,0.4098,2.377,0.4262,7.1475,0.4426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43995.0,1612.0,4.8,0.2,1013796.0
6,36,NEW YORK,NY,Genesee,36037,"Genesee County, New York",492.935648879,59053.0,0.0,25657.0,90.0,23825.0,284.0,7245.0,743.0,1712.0,239.0,26381.0,593.0,3759.0,360.0,10272.0,71.0,12317.0,0.0,7980.0,553.0,1880.0,238.8,5375.0,35.0,275.0,114.1,1093.0,168.4,1658.0,233.0,194.0,60.8,1695.0,203.0,801.0,174.0,12.5,1.3,5.4,0.8,26381.0,593.0,9.1,0.9,17.4,0.1,20.9,0.0,13.6,0.9,7.9,1.0,9.1,0.1,0.5,0.2,4.3,0.7,6.5,0.9,0.8,0.3,7.1,0.8,1.4,0.3,0.2951,0.0656,0.5246,0.1148,1.0,0.1475,0.6557,0.5246,0.459,0.3115,1.9508,0.377,0.377,0.1639,0.541,0.2459,0.4754,0.3934,0.0164,0.1967,0.082,1.1639,0.0,4.6557,0.0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3612.0,494.0,6.2,0.8,56311.0
7,36,NEW YORK,NY,Herkimer,36043,"Herkimer County, New York",1411.51383369,63558.0,0.0,33368.0,160.0,25670.0,381.0,8738.0,708.0,2797.0,299.0,24678.0,672.0,4354.0,406.0,11935.0,41.0,13464.0,0.0,9127.0,544.0,2179.0,306.2,3175.0,85.0,343.0,115.1,1366.0,237.2,3251.0,229.0,386.0,119.0,2555.0,270.0,1246.0,255.0,14.0,1.1,8.8,0.9,24678.0,672.0,9.8,0.9,18.8,0.1,21.2,0.0,14.5,0.9,8.5,1.2,5.0,0.1,0.6,0.2,4.1,0.7,9.7,0.7,1.5,0.5,10.0,1.1,2.0,0.4,0.4754,0.8689,0.7705,0.2623,2.377,0.6721,0.8689,0.5738,0.5902,0.4426,2.4754,0.7869,0.0984,0.3279,0.4262,0.1311,0.459,0.6393,0.459,0.5574,0.2295,2.3443,0.377,7.623,0.5738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4840.0,438.0,7.7,0.7,54000.0
8,36,NEW YORK,NY,Madison,36053,"Madison County, New York",654.864343113,72089.0,0.0,31774.0,174.0,26121.0,442.0,7932.0,767.0,1700.0,281.0,26824.0,647.0,4576.0,487.0,11465.0,77.0,14602.0,0.0,8228.0,519.0,1898.0,276.0,4690.0,52.0,168.0,84.9,1103.0,187.3,2954.0,271.0,343.0,118.1,1678.0,271.0,5197.0,385.0,11.9,1.1,4.9,0.8,26824.0,647.0,9.6,1.0,15.9,0.1,20.3,0.0,11.5,0.7,7.3,1.0,6.5,0.1,0.2,0.1,3.5,0.6,9.3,0.9,1.3,0.5,6.4,1.0,7.2,0.5,0.2131,0.0,0.4754,0.2131,0.9016,0.1311,0.4262,0.377,0.1967,0.1639,1.1639,0.082,0.1967,0.0164,0.2131,0.0492,0.377,0.6066,0.2787,0.1475,0.8361,2.2459,0.3279,4.5246,0.0328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3822.0,458.0,5.3,0.6,65098.0
9,36,NEW YORK,NY,Monroe,36055,"Monroe County, New York",657.209815079,749236.0,0.0,324405.0,536.0,300289.0,1433.0,107724.0,2593.0,28735.0,1067.0,30194.0,312.0,48778.0,1445.0,116071.0,65.0,160974.0,45.0,96804.0,1865.0,30664.0,961.4,214811.0,532.0,16494.0,1126.1,32175.0,1085.4,2707.0,273.0,3130.0,371.7,35014.0,1033.0,26461.0,1149.0,14.9,0.4,7.3,0.3,30194.0,312.0,9.6,0.3,15.5,0.1,21.5,0.0,13.0,0.3,10.2,0.3,28.7,0.1,2.3,0.2,9.9,0.3,0.8,0.1,1.0,0.1,11.7,0.3,3.5,0.2,0.6066,0.541,0.2787,0.2131,1.6393,0.3934,0.3115,0.6557,0.2951,0.8197,2.082,0.5082,0.8361,0.7869,1.623,0.8197,0.8197,0.1475,0.0984,0.7541,0.459,2.2787,0.3443,7.623,0.5902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38585.0,1803.0,5.2,0.2,823890.0
10,36,NEW YORK,NY,Niagara,36063,"Niagara County, New York",522.352421262,213374.0,0.0,99162.0,155.0,87638.0,864.0,28523.0,1589.0,7729.0,644.0,27487.0,526.0,13707.0,673.0,36847.0,44.0,43694.0,11.0,27983.0,938.0,8572.0,551.1,29201.0,103.0,1059.0,215.0,6124.0,519.7,3630.0,302.0,831.0,167.7,8716.0,558.0,4072.0,301.0,13.6,0.8,7.1,0.6,27487.0,526.0,9.1,0.4,17.3,0.1,20.5,0.0,13.2,0.4,9.8,0.6,13.7,0.0,0.5,0.1,6.2,0.5,3.7,0.3,0.9,0.2,9.9,0.6,1.9,0.1,0.4262,0.4754,0.4098,0.1148,1.4262,0.3279,0.6393,0.4426,0.3934,0.7541,2.2295,0.5902,0.5574,0.2131,0.7705,0.4262,0.6557,0.2951,0.0492,0.541,0.1803,1.7213,0.1311,6.1475,0.2295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11504.0,829.0,5.4,0.4,195731.0
11,36,NEW YORK,NY,Oneida,36065,"Oneida County, New York",1212.33015825,232858.0,0.0,103958.0,318.0,90260.0,800.0,36789.0,1846.0,7610.0,548.0,26577.0,624.0,18999.0,961.0,40555.0,44.0,49714.0,38.0,34112.0,950.0,9463.0,510.2,39488.0,215.0,5925.0,581.3,6721.0,422.0,6581.0,473.0,1328.0,229.4,10622.0,555.0,12666.0,709.0,16.7,0.8,6.9,0.5,26577.0,624.0,11.9,0.6,17.4,0.1,21.3,0.0,15.1,0.4,10.5,0.6,17.0,0.1,2.7,0.3,6.5,0.4,6.3,0.5,1.5,0.3,11.8,0.6,5.4,0.3,0.7705,0.3607,0.5082,0.6393,2.2787,0.5902,0.6557,0.6066,0.6885,0.8852,2.8361,0.9016,0.6393,0.8033,1.4426,0.7049,0.6721,0.3607,0.3934,0.7705,0.6885,2.8852,0.6721,9.4426,0.8689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12593.0,874.0,5.6,0.4,247938.0
12,36,NEW YORK,NY,Ontario,36069,"Ontario County, New York",644.062328463,109450.0,0.0,49693.0,166.0,44180.0,430.0,10898.0,981.0,3152.0,346.0,31524.0,910.0,5599.0,423.0,19486.0,102.0,22952.0,0.0,12886.0,678.0,3934.0,345.8,10288.0,90.0,962.0,229.7,3215.0,329.6,3830.0,263.0,482.0,167.3,3300.0,337.0,3757.0,344.0,10.3,0.9,5.5,0.6,31524.0,910.0,7.4,0.6,17.8,0.1,21.0,0.0,11.9,0.6,8.9,0.8,9.4,0.1,0.9,0.2,6.5,0.7,7.7,0.5,1.1,0.4,7.5,0.8,3.4,0.3,0.1148,0.1148,0.2295,0.0656,0.5246,0.0492,0.7541,0.5574,0.2131,0.5246,2.0492,0.459,0.4098,0.541,0.9508,0.5082,0.6885,0.5082,0.1967,0.2623,0.4262,2.082,0.2623,5.6066,0.1311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6305.0,645.0,5.8,0.6,115126.0
13,36,NEW YORK,NY,Putnam,36079,"Putnam County, New York",230.311453431,99408.0,0.0,38321.0,177.0,34102.0,525.0,5061.0,626.0,3364.0,369.0,41993.0,1113.0,5103.0,611.0,14768.0,103.0,21307.0,0.0,10364.0,702.0,1744.0,256.1,19133.0,184.0,2741.0,420.5,1447.0,206.2,230.0,89.0,645.0,178.2,1765.0,288.0,2637.0,464.0,5.2,0.6,6.2,0.7,41993.0,1113.0,7.3,0.9,14.9,0.1,21.4,0.0,10.5,0.7,5.1,0.7,19.2,0.2,2.9,0.4,3.8,0.5,0.6,0.2,1.9,0.5,5.2,0.8,2.7,0.5,0.0,0.2459,0.0492,0.0328,0.3279,0.0164,0.1475,0.6393,0.1475,0.0164,0.9508,0.0492,0.6885,0.8197,1.5082,0.7705,0.4426,0.1311,0.623,0.0328,0.3279,1.5574,0.082,4.3443,0.0164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6439.0,870.0,6.5,0.9,74439.0
14,36,NEW YORK,NY,Rensselaer,36083,"Rensselaer County, New York",652.441310977,159959.0,0.0,71760.0,197.0,63553.0,682.0,19064.0,1452.0,5812.0,539.0,31529.0,692.0,9539.0,666.0,24159.0,135.0,32445.0,0.0,20533.0,1121.0,5788.0,431.3,25126.0,108.0,1138.0,243.9,6556.0,512.3,2084.0,255.0,800.0,214.8,6195.0,506.0,5929.0,348.0,12.4,0.9,6.8,0.6,31529.0,692.0,8.7,0.6,15.1,0.1,20.3,0.0,13.0,0.7,9.1,0.7,15.7,0.1,0.8,0.2,9.1,0.7,2.9,0.4,1.3,0.3,9.7,0.8,3.7,0.2,0.2623,0.3279,0.2131,0.082,0.8852,0.1148,0.1967,0.3934,0.2951,0.6393,1.5246,0.2787,0.6066,0.4754,1.082,0.5738,0.7869,0.2623,0.2623,0.5246,0.4918,2.3279,0.3607,5.8197,0.1639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8362.0,887.0,5.3,0.6,146262.0
15,36,NEW YORK,NY,Saratoga,36091,"Saratoga County, New York",809.995807004,224929.0,0.0,101985.0,307.0,90896.0,796.0,14193.0,1252.0,6548.0,605.0,37583.0,594.0,9439.0,593.0,35506.0,144.0,47790.0,0.0,25077.0,1199.0,6555.0,590.8,19471.0,151.0,1506.0,355.8,7309.0,587.0,8038.0,539.0,640.0,158.6,3851.0,365.0,4297.0,429.0,6.4,0.6,5.4,0.5,37583.0,594.0,6.0,0.4,15.8,0.1,21.2,0.0,11.3,0.5,7.2,0.6,8.7,0.1,0.7,0.2,7.2,0.6,7.9,0.5,0.7,0.2,4.2,0.4,1.9,0.2,0.0328,0.0656,0.082,0.0164,0.1967,0.0,0.3934,0.5902,0.1803,0.1475,1.3115,0.1639,0.3279,0.4426,0.7705,0.4426,0.7049,0.541,0.0,0.0,0.1967,1.4426,0.0492,3.7213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9695.0,972.0,4.4,0.4,203851.0
16,36,NEW YORK,NY,Schenectady,36093,"Schenectady County, New York",204.578562085,154845.0,0.0,68236.0,158.0,55027.0,676.0,18055.0,1487.0,5895.0,553.0,29212.0,597.0,10369.0,770.0,24349.0,125.0,33978.0,4.0,20623.0,953.0,4304.0,387.0,39811.0,543.0,2210.0,413.2,6363.0,452.6,361.0,167.0,595.0,159.8,6363.0,476.0,4504.0,429.0,12.0,1.0,7.4,0.7,29212.0,597.0,9.8,0.7,15.7,0.1,21.9,0.0,13.5,0.6,7.8,0.7,25.7,0.4,1.5,0.3,9.3,0.7,0.5,0.2,1.1,0.3,11.6,0.8,2.9,0.3,0.2459,0.5738,0.3279,0.2623,1.4098,0.2951,0.377,0.7377,0.4262,0.2787,1.8197,0.3443,0.7705,0.6885,1.459,0.7213,0.8033,0.1148,0.1803,0.7377,0.3607,2.1967,0.3115,6.8852,0.3607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,812.0,5.9,0.5,148162.0
17,36,NEW YORK,NY,Suffolk,36103,"Suffolk County, New York",911.75473969,1498130.0,0.0,570464.0,486.0,489758.0,1789.0,106499.0,4308.0,47643.0,1577.0,38779.0,324.0,102414.0,2523.0,228452.0,27.0,334451.0,54.0,140620.0,2599.0,32477.0,1268.2,461707.0,735.0,63079.0,2545.2,32138.0,1232.7,4856.0,529.0,12942.0,942.5,26128.0,911.0,31905.0,1215.0,7.3,0.3,6.1,0.2,38779.0,324.0,10.0,0.2,15.2,0.1,22.3,0.0,9.5,0.2,6.6,0.3,30.8,0.0,4.5,0.2,5.6,0.2,0.9,0.1,2.6,0.2,5.3,0.2,2.1,0.1,0.0492,0.2131,0.0656,0.3934,0.7213,0.0984,0.2295,0.8197,0.0656,0.082,1.1967,0.0984,0.8525,0.8689,1.7213,0.8525,0.5738,0.1639,0.8197,0.0492,0.2623,1.8689,0.1967,5.5082,0.0984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112562.0,3405.0,7.6,0.2,1452833.0
18,36,NEW YORK,NY,Ulster,36111,"Ulster County, New York",1124.23550739,180505.0,0.0,83762.0,865.0,69335.0,1125.0,22480.0,2392.0,7993.0,607.0,31760.0,993.0,12793.0,792.0,31355.0,35.0,33598.0,18.0,24047.0,1021.0,5126.0,440.0,35707.0,171.0,2582.0,406.3,4379.0,391.1,5372.0,449.0,1294.0,289.7,5360.0,498.0,11810.0,2049.0,13.0,1.4,8.5,0.6,31760.0,993.0,9.9,0.6,17.4,0.1,18.6,0.0,13.7,0.6,7.4,0.6,19.8,0.1,1.5,0.2,5.2,0.5,6.4,0.5,1.9,0.4,7.7,0.7,6.5,1.1,0.3934,0.8361,0.1803,0.3607,1.7705,0.4426,0.6557,0.1475,0.4754,0.1967,1.4754,0.2459,0.7049,0.6721,1.377,0.6721,0.541,0.377,0.6066,0.3115,0.7705,2.6066,0.5082,7.2295,0.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14722.0,1638.0,8.4,0.9,160781.0
19,36,NEW YORK,NY,Washington,36115,"Washington County, New York",831.167056889,62465.0,0.0,28996.0,112.0,24027.0,378.0,7627.0,800.0,2533.0,356.0,25200.0,783.0,5140.0,464.0,10730.0,54.0,12329.0,36.0,8211.0,544.0,2142.0,267.1,4536.0,46.0,336.0,137.0,574.0,119.0,1901.0,219.0,387.0,129.8,1517.0,244.0,3219.0,247.0,12.9,1.4,8.1,1.1,25200.0,783.0,11.5,1.0,17.2,0.1,19.7,0.1,13.8,0.9,8.9,1.1,7.3,0.1,0.6,0.2,2.0,0.4,6.6,0.8,1.6,0.5,6.3,1.0,5.2,0.4,0.3443,0.7705,0.6721,0.5738,2.3607,0.6557,0.6066,0.2623,0.5082,0.541,1.918,0.3607,0.2459,0.3115,0.5574,0.2951,0.0164,0.4098,0.5082,0.1148,0.5902,1.6393,0.0984,6.4754,0.2787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4820.0,552.0,8.1,0.9,49856.0
20,36,NEW YORK,NY,Wayne,36117,"Wayne County, New York",603.826136338,91874.0,0.0,41421.0,213.0,36576.0,465.0,10761.0,1054.0,3269.0,457.0,26209.0,565.0,6402.0,449.0,15156.0,47.0,20381.0,0.0,13331.0,722.0,3420.0,324.9,8864.0,58.0,590.0,184.3,1404.0,243.6,3699.0,357.0,556.0,159.5,2481.0,326.0,1796.0,469.0,11.9,1.2,7.0,1.0,26209.0,565.0,10.0,0.7,16.5,0.1,22.2,0.0,14.7,0.8,9.4,0.9,9.6,0.1,0.7,0.2,3.4,0.6,8.9,0.9,1.5,0.4,6.8,0.9,2.0,0.5,0.2131,0.4262,0.5574,0.3934,1.5902,0.377,0.4754,0.7869,0.623,0.6557,2.541,0.8525,0.4262,0.4262,0.8525,0.4754,0.3443,0.5902,0.4918,0.1639,0.2131,1.8033,0.1803,6.7869,0.3279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6338.0,612.0,7.0,0.7,78436.0
21,36,NEW YORK,NY,Wyoming,36121,"Wyoming County, New York",592.751064948,41239.0,0.0,18072.0,97.0,15780.0,262.0,4312.0,586.0,1421.0,208.0,24610.0,890.0,3515.0,323.0,6397.0,51.0,8142.0,160.0,4920.0,305.0,1371.0,193.9,4171.0,24.0,220.0,116.4,394.0,128.0,1300.0,170.0,169.0,74.0,998.0,160.0,3686.0,201.0,11.5,1.6,7.1,1.1,24610.0,890.0,11.9,1.1,15.5,0.1,19.7,0.4,13.1,0.8,8.7,1.2,10.1,0.1,0.6,0.3,2.2,0.7,7.2,0.9,1.1,0.5,6.3,1.0,8.9,0.5,0.1967,0.4754,0.8033,0.6393,2.1148,0.541,0.3115,0.2787,0.3443,0.4918,1.4262,0.2131,0.459,0.2951,0.7541,0.3934,0.0656,0.4754,0.1639,0.1148,0.8689,1.6885,0.1148,5.9836,0.1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2204.0,278.0,5.9,0.7,37002.0
22,36,NEW YORK,NY,Cattaraugus,36009,"Cattaraugus County, New York",1308.35954653,78506.0,0.0,40973.0,172.0,31502.0,488.0,13265.0,915.0,2763.0,246.0,22832.0,454.0,6298.0,400.0,13402.0,42.0,17878.0,0.0,11716.0,488.0,3001.0,266.2,7017.0,41.0,760.0,147.8,1287.0,167.9,5270.0,270.0,719.0,150.7,3381.0,298.0,2724.0,347.0,17.5,1.2,7.5,0.6,22832.0,454.0,11.8,0.7,17.1,0.1,22.8,0.0,15.1,0.6,9.5,0.8,8.9,0.1,1.0,0.2,3.1,0.4,12.9,0.6,2.3,0.5,10.7,0.9,3.5,0.4,0.8525,0.623,0.9672,0.6066,3.0492,0.8525,0.5902,0.8525,0.6885,0.7049,2.8361,0.9016,0.3607,0.5902,0.9508,0.5082,0.2787,0.8525,0.7705,0.7213,0.4426,3.0656,0.8361,9.9016,0.9016,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7068.0,528.0,9.1,0.7,77449.0
